channel,integral,time
5,1154.2731,3787286285.538478
4,1617.4288,3787286285.539085
4,420.39584,3787286285.539786
5,573.8778,3787286285.542616
5,1355.6427,3787286285.5438156
4,667.8756,3787286285.5447984
5,1217.5654,3787286285.5525813
4,1166.9355,3787286285.55266
5,1097.708,3787286285.553588
4,504.04327,3787286285.557285
4,1257.3258,3787286285.5673857
4,2267.929,3787286285.579005
5,554.9854,3787286285.5795183
5,341.17032,3787286285.5874968
5,721.5975,3787286285.593283
4,1187.984,3787286285.605921
4,1301.9741,3787286285.6160283
4,1528.1321,3787286285.6230726
4,539.033,3787286285.625788
4,1127.8453,3787286285.626781
5,1335.7972,3787286285.634003
4,1149.4406,3787286285.637718
4,496.5715,3787286285.641025
4,1184.7948,3787286285.6422963
5,889.6671,3787286285.6422963
5,1431.8851,3787286285.6429048
4,1301.2452,3787286285.654212
5,398.8006,3787286285.659238
4,415.11093,3787286285.6745467
4,1135.8639,3787286285.6842427
5,434.34302,3787286285.6842427
5,1145.1913,3787286285.685425
5,1133.1943,3787286285.6855855
5,2056.6243,3787286285.686399
4,1160.1926,3787286285.6874857
5,1333.1063,3787286285.6874857
5,1171.8201,3787286285.7036047
5,1413.6654,3787286285.7053237
5,570.0657,3787286285.707212
5,429.6339,3787286285.714723
5,1348.3549,3787286285.715831
5,1182.3033,3787286285.716645
4,625.2318,3787286285.729561
4,1319.7424,3787286285.743887
5,1145.2473,3787286285.7442536
4,1042.2844,3787286285.750201
5,447.0127,3787286285.757102
5,1296.4427,3787286285.7603574
4,499.12283,3787286285.760781
5,2542.2212,3787286285.762964
5,1045.964,3787286285.765289
4,858.9526,3787286285.7669325
4,816.9466,3787286285.769362
5,2090.0364,3787286285.7711363
5,622.146,3787286285.775699
4,1180.2389,3787286285.785213
4,1151.4452,3787286285.793897
4,1126.4785,3787286285.7956796
4,1317.5555,3787286285.8049107
4,1175.2273,3787286285.814106
5,1340.0018,3787286285.8186855
4,1375.6896,3787286285.8190045
5,570.8505,3787286285.8248267
4,1188.3485,3787286285.8268385
5,790.3838,3787286285.8268385
5,1135.3246,3787286285.8280253
4,1205.7523,3787286285.8284683
4,910.07043,3787286285.828807
5,831.0277,3787286285.829439
5,1004.0307,3787286285.8306284
5,799.52167,3787286285.8334856
4,1957.668,3787286285.845877
5,890.508,3787286285.848068
4,1218.3268,3787286285.8530183
5,1611.6714,3787286285.854383
4,535.8439,3787286285.8578444
5,1211.9595,3787286285.8578444
4,1601.1185,3787286285.858672
5,860.6838,3787286285.8665066
4,852.2098,3787286285.8683434
5,893.98376,3787286285.8707557
4,1160.8306,3787286285.87179
5,424.75665,3787286285.87179
4,1174.4072,3787286285.8719964
5,831.4762,3787286285.8720994
4,384.586,3787286285.873677
5,947.1853,3787286285.877244
5,1019.72766,3787286285.877911
5,881.7626,3787286285.88228
4,1133.9503,3787286285.882657
5,1147.9382,3787286285.884911
5,486.92786,3787286285.890029
5,2229.6833,3787286285.8906
5,426.2703,3787286285.8906293
5,1214.5382,3787286285.8907685
4,924.0117,3787286285.8914795
5,783.3202,3787286285.902986
4,513.6108,3787286285.9089103
5,607.40204,3787286285.9100227
5,1182.3033,3787286285.9125876
4,1060.5083,3787286285.9141016
4,762.54846,3787286285.91677
5,262.62943,3787286285.91677
5,431.14755,3787286285.9267178
5,2208.1,3787286285.9503055
4,1330.7678,3787286285.9544415
5,599.72174,3787286285.9544415
4,806.8324,3787286285.9602256
4,1316.8265,3787286285.961247
5,1138.0715,3787286285.963516
4,942.87335,3787286285.963661
4,1318.4667,3787286285.9643497
5,1174.0625,3787286285.9697175
4,1140.5109,3787286285.974512
5,1387.4851,3787286285.974512
4,754.16547,3787286285.98214
4,1144.6113,3787286285.9861875
4,888.3841,3787286285.9869814
5,756.1308,3787286285.9918914
4,1188.4396,3787286285.992383
5,1056.1671,3787286285.992383
5,1153.0958,3787286285.994096
4,587.144,3787286285.999858
5,1322.3988,3787286285.999858
4,1052.4897,3787286286.0028367
4,1003.012,3787286286.005564
5,1296.4427,3787286286.006215
4,833.62146,3787286286.028357
5,1522.3108,3787286286.031009
4,648.19385,3787286286.0323067
5,1183.2565,3787286286.0323067
4,459.21262,3787286286.045762
5,1283.8851,3787286286.049978
5,699.7338,3787286286.062416
4,412.92407,3787286286.0686083
5,337.58243,3787286286.0728145
5,956.54736,3787286286.0731072
5,1303.8988,3787286286.0738573
4,1874.7495,3787286286.0753317
4,446.54706,3787286286.0768304
5,1184.9943,3787286286.079193
4,555.4345,3787286286.0821104
4,1190.991,3787286286.083686
5,857.6565,3787286286.086817
4,1381.43,3787286286.089713
5,1100.455,3787286286.098606
4,415.4754,3787286286.0997176
4,1298.5116,3787286286.102628
5,1171.8761,3787286286.102628
4,1285.6638,3787286286.1040964
5,1338.9927,3787286286.1076593
4,1035.1771,3787286286.110331
4,696.12256,3787286286.1198964
5,385.62637,3787286286.1213593
4,1088.8463,3787286286.1241903
5,1323.2397,3787286286.1244164
4,1277.4631,3787286286.124931
5,592.20966,3787286286.12613
4,1199.7384,3787286286.142946
5,751.1414,3787286286.142946
4,520.08026,3787286286.1449227
4,771.0225,3787286286.147031
5,1298.2367,3787286286.147031
5,1293.92,3787286286.1479454
5,1194.5245,3787286286.1501493
5,2546.2014,3787286286.156741
4,2318.7734,3787286286.15677
4,1195.4558,3787286286.1577106
4,1168.2112,3787286286.1616254
5,461.9809,3787286286.1716743
4,898.9539,3787286286.1716743
5,806.69745,3787286286.1793065
4,882.7347,3787286286.18109
5,1148.1625,3787286286.18109
4,410.73718,3787286286.185472
5,2471.0803,3787286286.188185
5,872.7368,3787286286.198027
4,1181.4235,3787286286.201225
5,1307.1503,3787286286.201225
4,668.6957,3787286286.2153597
5,1786.5244,3787286286.2197146
4,1023.6961,3787286286.228891
4,1215.0464,3787286286.2345076
5,1047.5898,3787286286.2461624
5,438.3233,3787286286.2588005
5,456.543,3787286286.260233
4,1008.0236,3787286286.262311
5,301.6476,3787286286.262311
5,1320.6049,3787286286.264369
5,326.987,3787286286.266282
5,1355.3064,3787286286.273586
4,895.67365,3787286286.282474
5,351.48547,3787286286.2856574
4,1544.5334,3787286286.286029
4,456.2968,3787286286.2867446
5,1591.7139,3787286286.287569
4,1347.6249,3787286286.2917013
4,1314.3663,3787286286.296418
5,755.45807,3787286286.297583
5,2500.456,3787286286.313938
5,374.41425,3787286286.3163824
4,715.0753,3787286286.3222475
5,1286.3518,3787286286.3222475
4,1203.2921,3787286286.330478
5,578.81116,3787286286.337101
4,2164.3264,3787286286.342543
5,278.04608,3787286286.342543
4,1293.5912,3787286286.3437114
4,1174.4072,3787286286.344466
4,488.82635,3787286286.347948
5,569.84143,3787286286.3516316
4,1025.9741,3787286286.352094
5,439.55664,3787286286.358271
4,1181.1501,3787286286.3655643
5,1139.0247,3787286286.3758826
5,988.89435,3787286286.3890343
5,1263.7034,3787286286.3981223
4,1893.429,3787286286.3990173
4,523.36053,3787286286.40002
5,600.6187,3787286286.40002
4,1496.787,3787286286.40167
4,1199.6473,3787286286.4105644
5,774.9111,3787286286.4125896
5,416.2915,3787286286.4228444
5,1300.5352,3787286286.4344897
5,1037.5549,3787286286.4406304
5,1218.9109,3787286286.4407253
4,587.144,3787286286.4412413
5,1154.217,3787286286.441757
5,1151.9746,3787286286.4472146
4,1184.886,3787286286.4480143
4,1011.5773,3787286286.456854
5,231.62793,3787286286.456854
5,505.20358,3787286286.458695
4,1284.9348,3787286286.458731
5,287.4082,3787286286.458731
5,1330.6396,3787286286.464505
5,506.71722,3787286286.4675694
4,1968.42,3787286286.472629
4,498.84946,3787286286.478275
4,697.8538,3787286286.478335
4,500.67184,3787286286.4796915
5,1193.8518,3787286286.4796915
5,403.56577,3787286286.4803405
5,454.91724,3787286286.4980955
5,1401.7245,3787286286.499913
5,1157.5807,3787286286.5011044
4,593.52234,3787286286.5023074
5,338.31122,3787286286.507174
4,1193.8157,3787286286.5081725
5,428.62485,3787286286.522405
4,690.6554,3787286286.5254436
5,487.54453,3787286286.5257363
4,1146.2515,3787286286.5305076
5,438.43542,3787286286.5334578
4,2468.391,3787286286.539494
5,449.47937,3787286286.544753
5,1203.4943,3787286286.545892
5,806.7535,3787286286.551775
5,340.38547,3787286286.5544863
5,569.8975,3787286286.5687413
4,766.3755,3787286286.5687413
4,1679.2988,3787286286.5703034
5,1143.5656,3787286286.5804205
5,395.6612,3787286286.5817413
4,1265.4353,3787286286.597809
4,1349.265,3787286286.6105094
5,691.21265,3787286286.6105094
5,757.36414,3787286286.6112475
4,1148.6205,3787286286.614043
5,1058.4656,3787286286.619705
4,1394.7335,3787286286.6278334
4,723.7317,3787286286.629801
4,960.7327,3787286286.6343417
5,348.4582,3787286286.6343417
4,1356.2812,3787286286.6381187
4,378.29877,3787286286.6431804
5,893.1429,3787286286.6434436
4,2218.7246,3787286286.644782
5,261.45215,3787286286.644782
4,1190.7177,3787286286.655752
5,254.5567,3787286286.6657405
4,588.51074,3787286286.674237
5,577.746,3787286286.674237
4,416.9333,3787286286.6765146
4,590.971,3787286286.6786017
4,1626.4497,3787286286.6807837
5,491.4127,3787286286.6807837
4,1345.6202,3787286286.6822896
5,1217.9579,3787286286.6873384
4,2053.7075,3787286286.7108765
4,962.8285,3787286286.711193
4,467.77783,3787286286.723907
4,597.89606,3787286286.72776
4,2442.422,3787286286.7301583
4,1098.2316,3787286286.737266
5,621.19293,3787286286.737266
4,1205.6611,3787286286.7402377
5,1004.98376,3787286286.7402377
5,454.07635,3787286286.748856
4,1819.6223,3787286286.7505827
5,363.3703,3787286286.752888
5,1339.5533,3787286286.7575574
5,1515.8639,3787286286.7673864
4,443.72235,3787286286.783982
5,338.9279,3787286286.7882304
4,1178.1432,3787286286.7900066
5,1341.8518,3787286286.7900066
4,710.1549,3787286286.793025
4,1679.8455,3787286286.7990656
4,1329.2188,3787286286.7998867
5,1177.5382,3787286286.7998867
4,1153.3588,3787286286.80714
4,1199.9207,3787286286.8117003
4,1153.6321,3787286286.818956
4,1203.5654,3787286286.8191943
4,1372.7738,3787286286.827926
5,1152.3671,3787286286.8347526
5,722.6626,3787286286.8395767
5,631.2839,3787286286.8483963
4,656.6679,3787286286.8541927
5,1155.8428,3787286286.860061
5,312.41122,3787286286.8601184
5,674.84296,3787286286.864319
4,479.80554,3787286286.8660707
5,847.78986,3787286286.868992
4,1211.0372,3787286286.8696933
5,294.86426,3787286286.8696933
4,640.2665,3787286286.8698707
4,453.65436,3787286286.872245
5,1318.0822,3787286286.872245
5,961.9292,3787286286.873115
4,1594.558,3787286286.876543
5,734.5475,3787286286.8797455
5,1363.0427,3787286286.88091
5,1371.2275,3787286286.8842683
4,941.87103,3787286286.8937917
5,283.98853,3787286286.894999
5,2068.0046,3787286286.905485
5,1319.0912,3787286286.9060106
5,1074.4989,3787286286.907837
5,1758.2137,3787286286.909509
5,1653.885,3787286286.9107876
5,463.32632,3787286286.918049
5,2485.7122,3787286286.919918
4,1640.482,3787286286.9202237
4,505.86566,3787286286.9220257
5,1318.3064,3787286286.9220257
4,776.5808,3787286286.9263625
5,1363.7715,3787286286.9265075
5,478.40665,3787286286.929083
4,455.11224,3787286286.9295654
4,2168.7,3787286286.9354796
5,1350.9897,3787286286.9417696
4,1195.6381,3787286286.947658
4,1368.1267,3787286286.95361
5,1071.1353,3787286286.955566
4,1709.0037,3787286286.959617
4,949.7984,3787286286.959751
4,899.8651,3787286286.960017
4,1142.789,3787286286.960861
4,1915.1154,3787286286.981654
5,505.20358,3787286286.983033
5,844.81866,3787286287.0018077
4,961.5528,3787286287.0064735
4,968.2045,3787286287.006817
5,418.3097,3787286287.006817
5,651.68994,3787286287.0110245
5,798.6808,3787286287.0132294
4,775.85187,3787286287.0234866
5,387.9809,3787286287.025839
5,461.02786,3787286287.0315332
4,1168.12,3787286287.0319977
5,604.87933,3787286287.033695
4,1334.9594,3787286287.0339017
5,610.26117,3787286287.0339017
5,1354.914,3787286287.034578
4,1430.27,3787286287.0364633
5,503.6339,3787286287.0617576
4,1255.4122,3787286287.06176
5,1194.3003,3787286287.06176
4,568.009,3787286287.0638556
4,662.3173,3787286287.0645633
5,552.3505,3787286287.0645633
5,1364.6124,3787286287.0655117
5,1152.0306,3787286287.071927
5,1360.3518,3787286287.0753965
4,448.91614,3787286287.0769286
5,2240.1667,3787286287.0911913
4,1311.4506,3787286287.1027102
5,231.01126,3787286287.1027102
5,966.5262,3787286287.1067333
5,1168.6807,3787286287.109526
5,522.8627,3787286287.119889
4,433.517,3787286287.1211367
5,1213.9777,3787286287.121809
4,1334.2303,3787286287.125397
5,340.83395,3787286287.1283646
4,1319.5602,3787286287.1298504
4,894.2157,3787286287.1344223
5,1199.9064,3787286287.135179
4,448.6428,3787286287.1352897
5,1333.4988,3787286287.141525
5,1177.1458,3787286287.144923
4,902.5987,3787286287.146414
4,454.01883,3787286287.146952
4,1155.09,3787286287.1519117
4,443.9957,3787286287.152363
4,1124.3828,3787286287.156244
5,1845.9486,3787286287.1654634
5,1327.5002,3787286287.1721816
5,948.6989,3787286287.1764784
4,414.19974,3787286287.1782246
5,1333.2185,3787286287.1785226
5,1015.7474,3787286287.17887
5,1164.4761,3787286287.1814966
5,606.39294,3787286287.1865525
4,771.9337,3787286287.188007
4,1255.7767,3787286287.1953044
5,354.06424,3787286287.211502
5,1348.1866,3787286287.2182612
4,747.33154,3787286287.222813
5,1350.5973,3787286287.223951
5,1163.7473,3787286287.2243605
5,954.7535,3787286287.231894
4,1153.6321,3787286287.239245
5,1303.8988,3787286287.239245
5,1194.973,3787286287.2394543
5,418.59,3787286287.244211
5,751.8702,3787286287.246591
4,1336.7817,3787286287.2489176
4,783.87036,3787286287.2502723
4,1387.6262,3787286287.2532215
5,910.97015,3787286287.256323
5,1321.6139,3787286287.2623053
5,987.88525,3787286287.2650113
5,1326.5472,3787286287.2663255
5,1144.5746,3787286287.2681856
5,1161.4489,3787286287.2736206
5,270.30972,3787286287.2736936
4,1160.9216,3787286287.2761064
5,1212.0715,3787286287.2809815
4,820.4092,3787286287.281104
5,1337.5912,3787286287.282833
5,261.56427,3787286287.2852683
4,1533.1436,3787286287.29272
4,1202.7454,3787286287.297725
5,826.0383,3787286287.297725
4,421.94485,3787286287.3064775
5,816.7883,3787286287.3064775
4,838.9975,3787286287.3123302
5,660.7157,3787286287.3123302
4,1182.8813,3787286287.313931
5,1324.9775,3787286287.313931
5,1184.0973,3787286287.3183684
4,1328.6721,3787286287.3224645
5,833.38226,3787286287.3241935
5,556.16266,3787286287.325736
4,1032.8992,3787286287.334726
5,278.77487,3787286287.334726
5,1300.3109,3787286287.337808
4,1078.3677,3787286287.3411317
5,673.66565,3787286287.3448215
4,1383.617,3787286287.3476253
5,296.88245,3787286287.3476253
5,1337.7594,3787286287.35234
4,1347.5338,3787286287.3541565
5,399.9218,3787286287.364119
4,1308.8081,3787286287.377978
5,1165.7095,3787286287.382341
4,778.4032,3787286287.3865943
5,1161.2806,3787286287.3865943
5,1139.417,3787286287.3924594
4,1741.8065,3787286287.394585
4,590.971,3787286287.395996
4,2391.5776,3787286287.407548
4,1215.6843,3787286287.410822
5,622.87476,3787286287.412049
5,948.30646,3787286287.4140997
4,857.6769,3787286287.41887
5,730.5111,3787286287.421194
5,1356.0912,3787286287.421575
5,2490.309,3787286287.4215946
5,986.31555,3787286287.4219756
5,945.5035,3787286287.437181
5,1199.3458,3787286287.4485765
5,1317.2412,3787286287.450078
5,1200.1868,3787286287.4510984
5,231.62793,3787286287.457363
4,525.4563,3787286287.459684
5,597.6475,3787286287.459684
5,656.8475,3787286287.4635363
4,1179.6921,3787286287.474781
4,1602.3942,3787286287.4751782
4,417.2978,3787286287.4779563
5,1348.5791,3787286287.489716
4,541.94885,3787286287.4941607
4,473.15384,3787286287.4956923
4,716.2599,3787286287.4971485
5,489.56268,3787286287.5058722
4,897.4049,3787286287.513794
5,1601.6926,3787286287.513794
4,1343.2511,3787286287.514113
4,1292.5889,3787286287.5155015
4,718.7201,3787286287.521888
4,1157.1858,3787286287.527916
5,739.4808,3787286287.5350037
5,679.1596,3787286287.537574
5,814.9944,3787286287.5451593
4,1171.5825,3787286287.54961
4,2504.93,3787286287.55035
5,347.11273,3787286287.554856
4,898.68054,3787286287.5566754
5,259.49005,3787286287.5572176
4,2324.7874,3787286287.5614266
5,1345.1594,3787286287.5628138
4,1143.5178,3787286287.563633
5,312.8597,3787286287.5636334
4,616.02875,3787286287.5763526
4,1182.4258,3787286287.6038237
5,463.55057,3787286287.6038237
4,1359.0148,3787286287.613008
5,1158.87,3787286287.613008
4,1208.9414,3787286287.6243167
4,1724.9495,3787286287.655227
4,752.06976,3787286287.664413
4,1160.3749,3787286287.66629
5,999.3216,3787286287.6711817
5,2516.209,3787286287.6729374
5,1197.2716,3787286287.6733465
5,1145.1353,3787286287.679703
5,939.7853,3787286287.67983
5,1191.0488,3787286287.685982
5,672.4884,3787286287.686194
5,254.44458,3787286287.6879745
4,426.68304,3787286287.688361
5,889.33075,3787286287.694931
4,803.5521,3787286287.724009
5,347.95364,3787286287.724009
4,1340.062,3787286287.726966
5,1175.2397,3787286287.726966
4,945.8803,3787286287.727495
4,576.6653,3787286287.7455044
4,1191.3555,3787286287.755436
4,629.5144,3787286287.759025
5,489.28238,3787286287.759025
4,406.9102,3787286287.759785
4,1339.1508,3787286287.7678447
5,299.01276,3787286287.7678514
4,615.6643,3787286287.7687936
4,1674.834,3787286287.7783685
4,940.5043,3787286287.7802987
5,472.68845,3787286287.7838244
4,1315.6421,3787286287.7855263
5,1185.3307,3787286287.7855263
5,1289.8837,3787286287.787968
4,549.60284,3787286287.804599
5,1623.4441,3787286287.80762
5,490.73996,3787286287.8098583
4,601.54083,3787286287.8124466
5,1167.2792,3787286287.8156743
4,1008.2058,3787286287.827904
4,1144.1556,3787286287.8280525
5,478.68695,3787286287.8280525
4,780.9545,3787286287.8286986
4,573.4761,3787286287.840193
5,1059.1943,3787286287.8461595
4,792.80005,3787286287.846324
4,565.18427,3787286287.8521214
4,1377.8765,3787286287.855417
5,1121.6459,3787286287.875615
5,917.8656,3787286287.8793526
5,503.0733,3787286287.8919415
5,247.10065,3787286287.8946357
4,1975.254,3787286287.900298
5,1334.1715,3787286287.905793
4,1022.3293,3787286287.905793
4,1194.1802,3787286287.9065166
4,923.6472,3787286287.908713
5,1333.779,3787286287.908713
5,368.58395,3787286287.9250765
4,1600.2985,3787286287.9355917
4,1326.1207,3787286287.940798
4,1321.4736,3787286287.943724
4,1089.7576,3787286287.949341
5,694.9687,3787286287.949341
4,543.3156,3787286287.954477
5,1116.0958,3787286287.957307
4,746.0559,3787286287.959368
5,1186.1715,3787286287.9614887
4,1325.0273,3787286287.9627633
5,1155.2822,3787286287.9725966
5,387.47635,3787286287.9808254
4,504.86334,3787286287.9948792
4,967.1111,3787286287.9954724
5,1352.3351,3787286287.997232
5,1356.5397,3787286288.0011845
4,1347.8982,3787286288.0057964
4,658.4903,3787286288.008735
4,2250.7983,3787286288.0091147
4,726.5564,3787286288.010287
4,1091.58,3787286288.014289
5,657.0717,3787286288.016745
4,684.4593,3787286288.0213037
5,608.8036,3787286288.024622
5,1079.8807,3787286288.033309
5,269.9173,3787286288.0344596
4,1279.8322,3787286288.0351515
4,1391.9088,3787286288.036017
5,871.3353,3787286288.0373096
5,1001.28375,3787286288.0377965
4,587.41736,3787286288.0389977
5,599.16113,3787286288.0389977
5,386.80365,3787286288.039873
4,1144.5201,3787286288.0400333
5,624.2763,3787286288.0400333
5,683.6445,3787286288.0402517
5,662.5657,3787286288.040757
4,601.4497,3787286288.0412626
5,271.0385,3787286288.0412626
4,1565.1265,3787286288.045569
5,894.48834,3787286288.045569
5,1307.3745,3787286288.0462837
5,912.7641,3787286288.0463595
5,434.0627,3787286288.0491524
5,1312.0836,3787286288.053671
5,1336.6942,3787286288.0581226
5,861.02014,3787286288.0645313
4,1295.8691,3787286288.0698266
5,730.17474,3787286288.0698266
5,1011.8792,3787286288.0734906
4,1314.822,3787286288.0841513
5,1187.2367,3787286288.0841513
4,1089.6664,3787286288.095414
4,567.55334,3787286288.0970993
5,334.9476,3787286288.104572
4,1060.5083,3787286288.1070285
4,1199.8295,3787286288.1083775
4,645.5514,3787286288.1186357
5,346.49606,3787286288.121507
4,1331.1323,3787286288.1247163
4,1165.5687,3787286288.124873
5,788.8702,3787286288.1263804
4,1200.4674,3787286288.1338263
5,704.38684,3787286288.1338263
4,594.70685,3787286288.143497
4,1306.0745,3787286288.1457996
4,652.56757,3787286288.1458063
4,1006.6568,3787286288.152511
5,1149.8442,3787286288.1542068
5,308.65518,3787286288.1792526
5,548.6506,3787286288.1868396
4,704.87,3787286288.1888533
4,1042.9222,3787286288.1901655
5,287.91275,3787286288.1901655
5,1300.4791,3787286288.193313
4,824.0539,3787286288.197903
4,2493.1755,3787286288.2023377
5,513.4445,3787286288.212022
5,779.33984,3787286288.213461
5,219.23854,3787286288.2171826
5,942.0277,3787286288.220332
4,666.2355,3787286288.2279153
4,1193.9067,3787286288.2294645
4,1175.774,3787286288.231584
4,1204.3855,3787286288.2342515
5,1336.8624,3787286288.2342515
5,965.68524,3787286288.236049
4,477.7098,3787286288.236695
4,1172.4938,3787286288.240493
5,1621.5941,3787286288.2430124
4,827.7898,3787286288.244334
5,1301.9927,3787286288.245328
5,753.38385,3787286288.247152
4,1730.8723,3787286288.2558813
5,503.6339,3787286288.2558813
4,454.01883,3787286288.2674284
4,452.19644,3787286288.270651
4,525.4563,3787286288.2717423
4,1652.5098,3787286288.2752743
5,1226.9276,3787286288.279324
4,557.1658,3787286288.28084
5,758.7656,3787286288.28084
4,2101.363,3787286288.283222
4,-10797.198,3787286288.285817
4,2133.3457,3787286288.2888894
5,881.8186,3787286288.296372
5,309.44003,3787286288.298734
5,1274.8594,3787286288.3001885
5,1340.6746,3787286288.302913
4,577.48535,3787286288.3107147
4,1215.6843,3787286288.3148217
5,411.13394,3787286288.3148217
4,1091.9443,3787286288.3170896
5,301.6476,3787286288.3170896
4,829.6122,3787286288.319708
5,375.64758,3787286288.3199363
4,1173.3138,3787286288.334612
5,587.2763,3787286288.334612
5,2116.6091,3787286288.3409715
5,275.52338,3787286288.3558373
4,1105.5211,3787286288.360159
4,1722.6715,3787286288.3687086
5,1163.467,3787286288.3787866
5,477.84604,3787286288.3854065
4,2504.292,3787286288.386672
5,1285.9033,3787286288.390372
4,1078.732,3787286288.4002523
4,1146.616,3787286288.4025617
5,283.93246,3787286288.411081
4,1306.6212,3787286288.415088
4,1075.634,3787286288.43048
4,1186.435,3787286288.4344964
5,790.6641,3787286288.4424334
5,1172.2125,3787286288.445251
5,383.27182,3787286288.446809
4,1062.9685,3787286288.4472
5,273.22488,3787286288.448885
4,1153.541,3787286288.450697
4,727.4675,3787286288.4511566
5,749.68384,3787286288.45119
5,1187.5731,3787286288.4512444
4,756.4435,3787286288.4518743
4,638.26184,3787286288.4732013
5,415.5627,3787286288.474753
4,510.78607,3787286288.4789996
5,944.3262,3787286288.4793754
4,1153.3588,3787286288.480868
4,856.3101,3787286288.4859495
4,510.23938,3787286288.4877653
4,1132.1279,3787286288.4886093
4,1165.2953,3787286288.489216
5,1331.7609,3787286288.493309
4,439.16638,3787286288.495148
4,892.12,3787286288.497838
4,424.22284,3787286288.498182
5,512.8278,3787286288.4989266
5,1104.3792,3787286288.503045
4,607.6458,3787286288.5068083
4,756.89905,3787286288.5083985
4,623.4094,3787286288.5091124
4,969.1157,3787286288.514455
4,1158.8259,3787286288.5249453
5,259.20975,3787286288.5259104
5,898.805,3787286288.531067
4,1343.069,3787286288.533548
5,224.22794,3787286288.5393825
4,1089.3931,3787286288.545982
5,248.4461,3787286288.545982
4,835.99054,3787286288.547114
5,1314.4382,3787286288.547114
4,997.90936,3787286288.552266
5,498.30814,3787286288.5582843
5,1614.6987,3787286288.5684924
5,421.72937,3787286288.5882936
5,387.92484,3787286288.5948906
4,1210.946,3787286288.5996375
5,1150.2367,3787286288.5996375
5,294.75214,3787286288.6022887
5,228.43248,3787286288.615107
4,1203.8387,3787286288.615965
5,529.0854,3787286288.6178308
4,610.3794,3787286288.6185346
5,1128.261,3787286288.6185346
5,1030.8838,3787286288.6200223
4,1325.7562,3787286288.6226287
5,1046.2444,3787286288.6232586
4,1399.2894,3787286288.629237
4,1365.9398,3787286288.629651
4,992.98895,3787286288.629955
4,1146.1603,3787286288.6347647
5,1124.1686,3787286288.6347647
4,1340.5176,3787286288.639031
5,1328.3412,3787286288.6408987
5,1019.5595,3787286288.643902
5,639.97327,3787286288.645284
4,417.0244,3787286288.651882
4,1386.9884,3787286288.669586
4,505.31894,3787286288.6713834
5,655.9505,3787286288.6713834
4,672.1582,3787286288.6778064
5,955.7626,3787286288.682192
4,1331.7701,3787286288.6829314
5,471.39905,3787286288.6829314
4,952.0764,3787286288.690411
4,872.6205,3787286288.6910753
4,1030.439,3787286288.700891
5,272.10367,3787286288.700891
5,874.2504,3787286288.7065883
5,636.049,3787286288.707692
5,818.8626,3787286288.716962
4,1337.055,3787286288.722477
4,1610.5038,3787286288.735518
5,932.94586,3787286288.735518
4,1536.9706,3787286288.735632
5,579.596,3787286288.73925
4,527.4609,3787286288.741856
4,2151.2964,3787286288.742464
5,398.57635,3787286288.7428055
4,2033.2058,3787286288.743649
5,218.22945,3787286288.743649
5,602.24445,3787286288.7531834
4,1834.2926,3787286288.762999
5,1035.8732,3787286288.7656856
5,1350.5413,3787286288.774252
5,327.88397,3787286288.786928
4,418.57346,3787286288.79527
5,575.22327,3787286288.795749
5,1051.9065,3787286288.802666
4,459.85046,3787286288.8042793
5,1100.2867,3787286288.8067217
4,845.1025,3787286288.8067217
4,748.33386,3787286288.8116417
4,1379.2433,3787286288.8169346
4,2532.1746,3787286288.830505
4,2244.4202,3787286288.839944
5,590.63995,3787286288.8451724
5,900.3747,3787286288.8454967
4,683.36584,3787286288.8528886
5,747.8338,3787286288.853261
5,385.85062,3787286288.85556
5,1191.7216,3787286288.860741
5,1315.0548,3787286288.8640075
5,1365.7897,3787286288.8722258
4,887.29065,3787286288.8760414
4,682.728,3787286288.876263
4,1226.4363,3787286288.887604
5,2075.5728,3787286288.889948
5,578.3066,3787286288.889959
4,1664.6287,3787286288.909213
4,1317.5555,3787286288.9127526
4,2321.9626,3787286288.931384
5,323.90366,3787286288.93675
5,347.0006,3787286288.941155
4,417.11554,3787286288.9495406
5,501.44754,3787286288.9515705
5,775.35956,3787286288.9524384
5,519.77936,3787286288.960444
4,379.20996,3787286288.9621644
4,1634.5592,3787286288.964712
5,401.6597,3787286288.971061
4,406.9102,3787286288.971061
5,1221.2095,3787286288.977494
5,1203.4943,3787286288.983376
4,502.58536,3787286288.986421
4,615.0264,3787286289.016757
4,668.05786,3787286289.017542
4,843.73566,3787286289.0196223
4,1444.6669,3787286289.0302124
5,1127.8685,3787286289.033286
4,773.30054,3787286289.033286
4,440.1687,3787286289.048803
5,404.68695,3787286289.048803
5,1888.0502,3787286289.0558424
4,1196.367,3787286289.062767
5,246.54004,3787286289.062767
5,1306.4215,3787286289.075588
5,245.7552,3787286289.0789223
4,1317.3733,3787286289.0798764
4,1164.5664,3787286289.0817194
4,1837.5729,3787286289.086247
5,989.51105,3787286289.0863686
5,1179.2201,3787286289.0922475
4,901.86975,3787286289.099902
5,732.9217,3787286289.1000614
4,1181.059,3787286289.103437
5,898.6929,3787286289.109752
4,1410.5883,3787286289.112984
5,1058.8579,3787286289.1317716
5,1330.1351,3787286289.1327114
5,632.0687,3787286289.144712
4,2096.8982,3787286289.147672
5,899.6459,3787286289.166139
4,913.80634,3787286289.171579
4,637.8974,3787286289.1722326
5,1201.5883,3787286289.1722326
4,990.9843,3787286289.1724935
5,491.86118,3787286289.1750054
