channel,integral,time
4,893.5779,3787286518.571265
5,253.4355,3787286518.5735173
5,1135.4928,3787286518.5840745
5,923.3595,3787286518.5860896
4,1373.5939,3787286518.586116
4,786.5128,3787286518.5878825
5,1190.264,3787286518.589828
4,1015.951,3787286518.6016965
5,1003.4701,3787286518.6019597
4,1302.7031,3787286518.605594
4,887.83734,3787286518.608344
5,259.37793,3787286518.6083446
4,1250.0363,3787286518.618721
5,1140.8186,3787286518.618721
4,1470.7269,3787286518.629141
5,691.21265,3787286518.638455
4,1362.9329,3787286518.6393056
5,1246.0443,3787286518.65346
5,1282.7079,3787286518.660341
4,2206.879,3787286518.6640134
5,1503.3063,3787286518.6641703
4,649.5606,3787286518.6777825
5,725.8581,3787286518.690281
4,1164.9309,3787286518.693512
4,1186.2528,3787286518.6959133
5,480.03238,3787286518.6959133
5,525.44147,3787286518.7011895
5,881.65045,3787286518.7024064
5,1634.32,3787286518.7066774
4,1357.4657,3787286518.7143946
5,617.26874,3787286518.7152634
5,1784.6183,3787286518.7634387
5,774.5747,3787286518.764104
5,1223.0594,3787286518.775465
4,621.04034,3787286518.7762694
5,1360.9685,3787286518.7762694
4,888.9308,3787286518.778307
5,1316.7367,3787286518.7785635
5,287.6885,3787286518.7886505
4,1371.6803,3787286518.7902455
4,1200.0117,3787286518.7913017
4,1158.7347,3787286518.797948
4,792.0711,3787286518.7981486
5,257.58398,3787286518.7981486
4,1139.2352,3787286518.8098593
5,457.32785,3787286518.825593
4,1286.0283,3787286518.8296027
4,672.1582,3787286518.8445864
5,2477.191,3787286518.856615
5,1365.5094,3787286518.8570614
5,1196.8231,3787286518.860054
5,672.82477,3787286518.8634667
4,1061.2372,3787286518.89346
5,706.12476,3787286518.896312
4,731.8413,3787286518.897214
5,679.32776,3787286518.897214
5,423.18695,3787286518.9017177
4,2093.4355,3787286518.9100485
4,1055.0411,3787286518.9111686
5,791.449,3787286518.9111686
5,937.9353,3787286518.9136763
4,474.52063,3787286518.9150643
4,683.5481,3787286518.9183264
4,865.1487,3787286518.9199758
4,585.6861,3787286518.924979
5,1313.6533,3787286518.931707
4,793.71124,3787286518.9322248
5,1329.07,3787286518.9331822
5,709.65656,3787286518.9358277
4,765.0998,3787286518.9377885
4,535.8439,3787286518.9411693
5,1307.4307,3787286518.9452257
4,1163.1085,3787286518.952912
4,855.2167,3787286518.9641447
5,886.75195,3787286518.9641447
4,750.15625,3787286518.964146
5,1249.9685,3787286518.97478
5,1173.558,3787286518.975322
4,1201.1963,3787286518.975441
5,1168.8489,3787286518.9934826
5,223.21884,3787286518.9943676
4,1343.889,3787286518.996705
5,386.97183,3787286519.001243
5,2174.2395,3787286519.0093107
4,890.2976,3787286519.012523
4,1058.4125,3787286519.0131497
4,1194.1802,3787286519.0150213
5,315.4385,3787286519.0150213
4,670.97363,3787286519.024949
5,615.69904,3787286519.0279117
4,727.37646,3787286519.041516
4,1170.0336,3787286519.0454183
5,1238.0276,3787286519.048494
5,1141.9397,3787286519.0719504
5,858.55347,3787286519.0728436
5,1152.8156,3787286519.0759063
5,661.33234,3787286519.07782
4,1308.0791,3787286519.078972
5,758.3732,3787286519.0806623
4,1346.0758,3787286519.081434
5,392.8582,3787286519.081461
4,758.9948,3787286519.0857987
4,1029.0721,3787286519.0879936
4,642.8178,3787286519.088439
4,1199.4651,3787286519.0931497
4,645.82477,3787286519.0999475
4,504.2255,3787286519.1033826
5,1150.9655,3787286519.1033826
4,1334.1393,3787286519.1048384
4,1304.07,3787286519.111655
5,877.1656,3787286519.114698
4,1166.3888,3787286519.119397
5,1330.5836,3787286519.119397
4,701.4986,3787286519.1206336
5,1622.5471,3787286519.127928
5,1180.9019,3787286519.128014
5,1572.0366,3787286519.128628
5,1357.1564,3787286519.1345487
4,989.982,3787286519.1383467
5,636.72174,3787286519.1383467
5,454.5248,3787286519.1404023
5,2013.6819,3787286519.151405
4,1316.7355,3787286519.156644
5,847.78986,3787286519.1597815
4,1303.9788,3787286519.162812
5,1172.6049,3787286519.162812
4,726.1919,3787286519.1651926
5,1186.1155,3787286519.1695075
4,1155.5457,3787286519.1711607
4,1206.0256,3787286519.178335
5,653.4278,3787286519.182862
5,1053.364,3787286519.185075
4,1283.2947,3787286519.1998577
5,710.4414,3787286519.1998577
4,996.087,3787286519.1999545
4,1142.6978,3787286519.2078843
4,1331.7701,3787286519.208136
5,530.2627,3787286519.2136383
5,1331.2563,3787286519.2166476
4,1302.7031,3787286519.222995
5,1176.7534,3787286519.222995
4,1322.8405,3787286519.227717
4,1284.7527,3787286519.229545
5,951.95044,3787286519.2361507
5,1148.3307,3787286519.253156
4,1392.1821,3787286519.2534714
4,1158.5525,3787286519.2604446
5,699.95807,3787286519.2694244
5,528.0763,3787286519.274022
4,1160.5571,3787286519.2775955
5,1354.8018,3787286519.2775955
4,831.4346,3787286519.2936893
5,834.6156,3787286519.2954936
5,1165.4852,3787286519.298182
4,1174.7717,3787286519.3025208
5,1323.52,3787286519.303592
4,1190.6265,3787286519.3046627
5,762.3535,3787286519.3093653
4,561.90393,3787286519.3146915
4,751.8875,3787286519.318844
5,1322.3428,3787286519.319332
5,1351.214,3787286519.3213897
4,1115.2709,3787286519.333963
4,7978.734,3787286519.3430796
5,1455.1503,3787286519.3430796
4,1308.9904,3787286519.352501
5,374.24606,3787286519.3542604
4,776.4897,3787286519.3672194
5,487.54453,3787286519.3672194
5,1321.5018,3787286519.3700128
4,1353.821,3787286519.373491
5,319.86728,3787286519.3764935
4,1034.6304,3787286519.3770614
4,1424.4384,3787286519.37738
4,1446.0336,3787286519.37743
5,1147.1534,3787286519.37743
5,503.85815,3787286519.3778906
5,960.4716,3787286519.3808126
5,1171.6519,3787286519.3825912
5,1343.5336,3787286519.3830414
5,666.8263,3787286519.395137
5,1322.9033,3787286519.3970346
4,607.2813,3787286519.3997846
5,512.09906,3787286519.3997846
5,972.52466,3787286519.404668
4,440.71542,3787286519.4055467
5,386.2991,3787286519.4064784
4,644.5491,3787286519.407663
4,1167.6644,3787286519.412918
5,405.13544,3787286519.4151154
4,534.7504,3787286519.416492
5,1159.1504,3787286519.418402
5,278.10214,3787286519.4227505
5,861.02014,3787286519.4227552
5,266.27338,3787286519.4244475
4,1236.186,3787286519.4284263
4,472.78937,3787286519.435088
5,732.4732,3787286519.451974
4,809.9304,3787286519.4523077
5,1204.5594,3787286519.4523077
5,1361.473,3787286519.4524283
5,1165.9897,3787286519.4658446
4,518.4401,3787286519.4756904
5,1497.0275,3787286519.4756904
4,757.90137,3787286519.4771333
5,753.552,3787286519.4786086
5,1275.5321,3787286519.483747
4,1326.5763,3787286519.4842324
5,1373.8064,3787286519.4850564
4,573.6583,3787286519.489953
4,1307.168,3787286519.4941854
5,481.60208,3787286519.4941854
4,860.31934,3787286519.4965672
5,1034.4716,3787286519.4974313
4,464.31528,3787286519.499434
4,1054.6766,3787286519.4995823
5,311.34607,3787286519.5002155
4,1697.7048,3787286519.5014057
4,1221.6981,3787286519.501587
4,719.26685,3787286519.511722
5,1370.1063,3787286519.511722
4,496.84485,3787286519.512966
4,653.661,3787286519.514803
5,952.2307,3787286519.514803
4,1069.9846,3787286519.5175586
4,909.15924,3787286519.518274
4,1078.3677,3787286519.5204487
4,1322.1115,3787286519.526021
4,883.91925,3787286519.5269227
5,1307.8792,3787286519.5347857
4,636.7128,3787286519.5362616
5,551.7339,3787286519.54908
4,1210.0349,3787286519.5567703
5,848.855,3787286519.5567703
4,1239.3752,3787286519.558439
5,1184.658,3787286519.5645385
4,1143.7913,3787286519.57607
4,719.9958,3787286519.583403
5,1011.37463,3787286519.5849447
4,1155.6367,3787286519.6027646
4,767.6511,3787286519.604959
5,944.77466,3787286519.6074524
5,503.3536,3787286519.6184855
4,1192.0844,3787286519.6247454
5,348.96274,3787286519.6270256
4,516.34436,3787286519.6286516
5,1355.2502,3787286519.6286516
5,280.51276,3787286519.6317883
4,1286.5751,3787286519.6442943
4,797.9027,3787286519.648205
5,722.2702,3787286519.6586223
4,2338.8196,3787286519.670343
5,1363.6594,3787286519.672929
4,724.734,3787286519.674613
5,1336.8064,3787286519.6795664
4,1078.3677,3787286519.6814966
5,585.4263,3787286519.6881123
5,1127.9807,3787286519.6887336
4,1167.3911,3787286519.6937566
5,302.32034,3787286519.6937566
5,674.0581,3787286519.6952815
4,1168.12,3787286519.7032795
4,1341.7932,3787286519.7033944
4,916.35767,3787286519.7038794
4,608.2836,3787286519.7073507
4,924.8318,3787286519.716075
5,1130.3912,3787286519.716075
5,322.72638,3787286519.7357397
4,1342.8867,3787286519.7425694
4,1306.2567,3787286519.7431145
5,381.1415,3787286519.7474675
5,2473.8833,3787286519.754779
5,1313.5973,3787286519.76287
4,445.54474,3787286519.7635
5,1048.8792,3787286519.7679276
5,1267.5715,3787286519.774913
4,1200.2852,3787286519.7780147
4,1180.2389,3787286519.780968
4,1215.3198,3787286519.7835546
4,1061.4194,3787286519.789946
5,1005.7125,3787286519.789946
4,673.52496,3787286519.803615
5,936.02924,3787286519.8043694
4,464.4064,3787286519.810141
5,2315.1758,3787286519.812328
4,691.0199,3787286519.814769
5,1084.4216,3787286519.8173614
5,620.91266,3787286519.8194804
5,963.33075,3787286519.821209
4,371.19147,3787286519.821209
4,825.9674,3787286519.8242736
5,2573.559,3787286519.8314133
4,769.29126,3787286519.835662
5,1225.9185,3787286519.835784
5,1205.2882,3787286519.843635
5,990.29584,3787286519.848747
5,516.13544,3787286519.852184
5,1816.3486,3787286519.853947
5,940.3459,3787286519.8598566
4,1147.9827,3787286519.864166
4,2114.2107,3787286519.879877
4,1002.46533,3787286519.886897
5,310.16882,3787286519.886897
4,865.05756,3787286519.889015
4,1350.8141,3787286519.889125
4,1171.0359,3787286519.8924117
5,1327.6685,3787286519.897407
4,428.68768,3787286519.903456
5,463.83087,3787286519.9146576
4,1135.3171,3787286519.9189186
5,1280.4655,3787286519.9189186
4,598.44275,3787286519.9214516
5,650.3445,3787286519.9214516
5,637.22626,3787286519.9232574
5,2196.8318,3787286519.924136
4,1316.4622,3787286519.9256687
4,1537.6996,3787286519.926745
5,801.70807,3787286519.926745
4,1310.7216,3787286519.927867
4,1331.3146,3787286519.933366
5,1494.7852,3787286519.937027
5,827.60803,3787286519.95641
4,693.66235,3787286519.95641
4,1948.3738,3787286519.9570537
5,1215.5474,3787286519.9698696
4,1071.3514,3787286519.9720044
4,442.72003,3787286519.9851274
4,995.2669,3787286519.9890385
5,643.84143,3787286519.9890385
5,1149.7322,3787286519.989627
4,1213.4062,3787286520.000033
5,884.1171,3787286520.013195
4,751.523,3787286520.0241456
5,1152.5913,3787286520.0249443
4,1340.062,3787286520.026986
5,612.50354,3787286520.028912
4,979.4122,3787286520.03002
5,1227.6564,3787286520.033988
4,691.6577,3787286520.0417724
5,1341.2913,3787286520.0417724
5,1817.9183,3787286520.0442567
4,540.5821,3787286520.056372
4,902.6898,3787286520.0684495
4,1152.4475,3787286520.070357
5,478.12634,3787286520.0767264
4,1366.2133,3787286520.0794477
5,256.5749,3787286520.082575
4,1398.5605,3787286520.084671
4,1190.5354,3787286520.101571
4,1403.6632,3787286520.1079574
5,1962.891,3787286520.1158743
5,484.46118,3787286520.119636
5,791.22473,3787286520.1208167
5,250.24004,3787286520.1227927
5,1015.57916,3787286520.131019
4,1172.0382,3787286520.1318793
5,686.952,3787286520.1318793
5,836.40955,3787286520.138866
4,694.0268,3787286520.1423664
4,1186.8906,3787286520.1447067
5,459.90665,3787286520.1447067
4,533.93036,3787286520.1451006
5,1316.5685,3787286520.1451006
4,1334.2303,3787286520.1487656
5,2463.1758,3787286520.149056
5,239.36429,3787286520.1515756
4,1087.2974,3787286520.1546345
4,763.5508,3787286520.155688
5,1710.5062,3787286520.1571136
5,735.72473,3787286520.168876
4,759.6326,3787286520.1702046
4,1019.9602,3787286520.1757784
5,272.60822,3787286520.1757784
5,1022.5868,3787286520.17747
4,1154.8167,3787286520.1840177
4,394.06238,3787286520.1866684
5,288.08093,3787286520.1866684
4,1006.83905,3787286520.1874933
5,1179.8367,3787286520.1874933
5,532.8975,3787286520.1891236
5,1129.1019,3787286520.192232
5,781.6944,3787286520.195456
5,1314.4382,3787286520.199932
5,1061.1565,3787286520.2141314
5,1506.1094,3787286520.2145314
5,455.47784,3787286520.228148
5,287.6885,3787286520.241803
5,690.5399,3787286520.244921
4,1959.7637,3787286520.250355
4,601.17633,3787286520.2538476
4,864.2375,3787286520.2558446
4,1306.3479,3787286520.257079
5,921.5656,3787286520.257079
5,1294.7609,3787286520.257297
5,935.4686,3787286520.2577863
5,838.93225,3787286520.265414
4,472.8805,3787286520.2689724
4,399.43842,3787286520.269062
5,952.2868,3787286520.270238
4,455.7501,3787286520.2710285
5,536.65356,3787286520.2737393
4,1174.8629,3787286520.281295
5,415.67484,3787286520.286836
5,1355.3064,3787286520.2882447
5,1131.8489,3787286520.2901874
4,1187.0729,3787286520.2926855
4,773.8472,3787286520.295266
5,787.4126,3787286520.2966433
4,439.7131,3787286520.2966433
5,246.98853,3787286520.300818
4,2532.3567,3787286520.3022313
5,1300.8154,3787286520.314767
4,1532.5057,3787286520.322922
4,1302.1564,3787286520.33958
5,580.9975,3787286520.33958
5,985.4747,3787286520.3418493
4,971.30255,3787286520.3482733
5,573.8778,3787286520.350503
5,1757.485,3787286520.350737
4,1244.3868,3787286520.3621564
4,1330.4945,3787286520.371542
5,1166.158,3787286520.371542
4,420.6692,3787286520.374845
4,1858.1658,3787286520.3751
4,658.39923,3787286520.378344
5,1345.776,3787286520.378878
4,728.19653,3787286520.378878
4,1346.7137,3787286520.383153
4,1173.4961,3787286520.3873816
5,734.6596,3787286520.396752
5,451.38544,3787286520.4030094
4,1210.4905,3787286520.403854
4,608.01025,3787286520.405029
5,256.4067,3787286520.405029
4,1316.0065,3787286520.4121633
4,573.6583,3787286520.4161143
4,1108.8926,3787286520.4164886
5,1213.3049,3787286520.419963
5,519.3869,3787286520.4225645
4,1166.3888,3787286520.4228044
5,569.44904,3787286520.4284716
4,965.3798,3787286520.4310226
4,1151.3541,3787286520.435156
4,903.2365,3787286520.435298
4,1193.2689,3787286520.4390984
5,1391.97,3787286520.448185
5,936.8141,3787286520.455469
5,687.06415,3787286520.4621844
4,921.8248,3787286520.4624066
5,373.68546,3787286520.4624066
4,1315.3687,3787286520.4720345
5,879.9686,3787286520.4720345
4,790.1576,3787286520.4734583
5,553.2475,3787286520.478061
5,1334.5079,3787286520.482315
4,1128.8477,3787286520.489471
4,1330.9501,3787286520.499862
5,280.79306,3787286520.5158277
5,1330.7518,3787286520.527975
4,724.005,3787286520.5321016
4,475.61407,3787286520.53338
4,1541.7087,3787286520.5413704
5,2467.2122,3787286520.5468073
5,636.6096,3787286520.5627317
5,1032.061,3787286520.566816
5,494.8324,3787286520.5722823
4,412.92407,3787286520.5762
5,1039.6853,3787286520.5829816
5,521.0127,3787286520.5834846
5,659.9869,3787286520.584808
5,1979.7092,3787286520.587592
4,2519.2356,3787286520.5879793
4,451.01187,3787286520.588324
5,639.1884,3787286520.596218
5,1126.9155,3787286520.5972137
4,1329.4922,3787286520.604669
4,1232.8147,3787286520.6074033
5,768.9126,3787286520.610076
4,943.78455,3787286520.618535
5,475.93997,3787286520.6243544
4,1105.1566,3787286520.6243863
5,964.0595,3787286520.624437
4,1359.2881,3787286520.635628
5,788.14136,3787286520.637055
4,2189.8396,3787286520.64328
5,1154.8898,3787286520.6520286
5,698.27625,3787286520.66021
4,798.08496,3787286520.6609745
4,1407.8547,3787286520.6650963
4,1639.753,3787286520.6713867
4,712.70624,3787286520.6785197
5,324.9688,3787286520.678732
5,558.9657,3787286520.682032
4,364.99536,3787286520.6835046
4,1555.1033,3787286520.687566
4,897.22266,3787286520.688475
5,448.47028,3787286520.688475
4,651.29193,3787286520.6887436
4,774.48505,3787286520.6893964
4,808.83704,3787286520.6895704
5,1625.7427,3787286520.699164
4,836.8106,3787286520.7027817
5,704.49896,3787286520.7027817
4,1157.7324,3787286520.709381
4,720.72473,3787286520.7121873
4,1152.3564,3787286520.714544
5,1392.2502,3787286520.714544
5,941.69135,3787286520.715157
4,1136.9573,3787286520.7212696
5,675.7399,3787286520.721998
4,973.21606,3787286520.7308702
5,347.0006,3787286520.7308702
4,1194.089,3787286520.732112
4,863.5997,3787286520.7503324
4,649.834,3787286520.750423
4,790.61316,3787286520.7504377
5,579.9324,3787286520.750505
4,1278.0098,3787286520.7556844
4,1322.8405,3787286520.755935
4,490.10202,3787286520.7584014
4,1289.2175,3787286520.760267
5,409.39606,3787286520.760267
5,1700.9199,3787286520.7656326
4,694.4824,3787286520.7905383
5,1427.5125,3787286520.7945776
5,664.1354,3787286520.7969604
4,528.7366,3787286520.799101
4,1217.051,3787286520.8077545
5,1134.2594,3787286520.8090153
4,1320.198,3787286520.8092585
5,1346.7852,3787286520.813228
4,381.94354,3787286520.8151836
5,1057.4564,3787286520.8270674
4,1339.7886,3787286520.8294325
5,1147.5458,3787286520.829623
5,452.0021,3787286520.8309298
4,1009.0259,3787286520.8361635
4,1346.0758,3787286520.836735
4,1489.0419,3787286520.83806
5,521.62933,3787286520.8417063
5,442.80817,3787286520.841802
5,1339.7216,3787286520.845293
4,2527.8008,3787286520.846562
4,1179.2366,3787286520.846689
5,1321.8943,3787286520.8482985
5,1606.2335,3787286520.8513074
4,1012.67065,3787286520.8556385
4,869.8869,3787286520.8621364
4,1583.3502,3787286520.864532
5,1943.6622,3787286520.8773017
4,1179.1455,3787286520.8780656
5,1147.658,3787286520.884261
5,1201.0836,3787286520.8842864
5,539.4006,3787286520.9024296
4,1158.7347,3787286520.9133854
4,953.8988,3787286520.9171014
5,1330.0231,3787286520.926837
5,1334.676,3787286520.9355645
4,743.7779,3787286520.9414134
4,1321.6559,3787286520.946558
4,1318.6489,3787286520.947035
5,968.3201,3787286520.952589
4,573.6583,3787286520.9529467
4,713.07074,3787286520.9533052
5,1520.4048,3787286520.962748
4,1348.9005,3787286520.971039
5,1205.5685,3787286520.971039
5,2066.9395,3787286520.971135
4,907.97473,3787286520.980425
4,976.58746,3787286520.9834814
5,597.75964,3787286520.9875603
5,296.15366,3787286520.9940104
4,799.4517,3787286521.0004377
5,455.30966,3787286521.0004377
5,1438.4442,3787286521.0030265
4,644.0935,3787286521.008719
4,567.7356,3787286521.014586
5,1005.208,3787286521.0186157
5,896.1141,3787286521.019607
5,1194.8049,3787286521.020656
5,1164.9246,3787286521.0252557
5,837.6429,3787286521.0253425
5,1670.3668,3787286521.0307145
4,751.3408,3787286521.04606
4,530.55896,3787286521.0500584
5,424.86877,3787286521.0500584
5,560.19904,3787286521.0571218
5,738.5838,3787286521.057817
4,1154.1788,3787286521.0578346
5,561.71265,3787286521.0645313
5,1148.8912,3787286521.0678225
5,705.56415,3787286521.0740924
5,1142.164,3787286521.081068
5,1384.4579,3787286521.0868707
4,1010.3016,3787286521.0869465
5,1201.7003,3787286521.0905004
4,1044.6536,3787286521.093782
4,975.6763,3787286521.0942926
5,326.09003,3787286521.0983295
4,2237.3127,3787286521.1009517
5,1484.0215,3787286521.1063323
5,553.63995,3787286521.108109
4,917.0866,3787286521.111093
4,1200.4674,3787286521.112057
4,676.8964,3787286521.113254
4,1342.34,3787286521.113493
5,430.47482,3787286521.119566
4,805.10114,3787286521.1208367
5,921.67773,3787286521.12261
4,1545.4447,3787286521.1234574
5,956.7716,3787286521.1234574
5,672.54443,3787286521.124423
5,890.7883,3787286521.126067
4,1313.9108,3787286521.1317034
4,410.91943,3787286521.1424932
4,684.36816,3787286521.1468544
4,697.3071,3787286521.150531
4,437.07065,3787286521.153212
5,1617.8942,3787286521.1540246
5,247.26883,3787286521.1669955
5,1624.6775,3787286521.1711407
5,1305.5806,3787286521.173559
4,761.7284,3787286521.18464
4,545.7759,3787286521.1858926
5,625.45355,3787286521.1858926
5,385.06577,3787286521.1921573
5,857.99286,3787286521.194851
4,1173.3138,3787286521.1984496
4,1165.5687,3787286521.2065115
4,1332.1346,3787286521.2184353
5,223.33096,3787286521.221409
4,1540.7976,3787286521.2269306
5,892.1898,3787286521.2269893
5,736.00507,3787286521.229088
5,820.9368,3787286521.229441
4,899.59174,3787286521.2334604
5,1074.3307,3787286521.234027
4,1681.3945,3787286521.236876
4,385.86166,3787286521.2385635
4,946.5181,3787286521.249287
5,1356.7079,3787286521.253168
4,1150.6251,3787286521.263841
5,679.6081,3787286521.271379
5,1639.1971,3787286521.2731013
4,1253.5898,3787286521.2943773
5,499.26117,3787286521.3044853
5,296.99457,3787286521.305813
5,511.5945,3787286521.3059716
4,1166.7533,3787286521.3068852
4,658.5814,3787286521.309573
4,1780.4412,3787286521.3102636
5,2122.047,3787286521.3160925
5,1304.2351,3787286521.318738
4,482.8125,3787286521.331427
4,1317.7378,3787286521.331578
4,802.91425,3787286521.331655
5,1022.9792,3787286521.331655
5,565.30054,3787286521.331914
4,737.3084,3787286521.333412
5,1044.17,3787286521.3356104
5,2287.9302,3787286521.3482947
5,322.39,3787286521.3511353
5,356.9794,3787286521.3640914
4,1021.4181,3787286521.3670845
5,778.55505,3787286521.3670845
4,622.95386,3787286521.3714814
4,1101.3297,3787286521.3715973
5,1336.414,3787286521.371815
4,1323.5695,3787286521.3792605
5,1156.1792,3787286521.3792605
5,398.63242,3787286521.3901443
4,940.1398,3787286521.4083405
4,1454.0521,3787286521.4108315
5,374.41425,3787286521.4158516
5,2407.9,3787286521.4160743
4,1064.7909,3787286521.4318824
5,725.6899,3787286521.4318824
5,236.28096,3787286521.433846
4,849.3851,3787286521.4455004
4,1349.994,3787286521.4497337
5,1161.0564,3787286521.450667
4,745.2358,3787286521.450667
4,830.43225,3787286521.456054
4,1306.6212,3787286521.466725
5,279.50366,3787286521.469816
4,1182.2435,3787286521.470154
5,837.8111,3787286521.480645
5,1685.6714,3787286521.4830146
5,644.51416,3787286521.483206
5,1020.4004,3787286521.485301
4,534.386,3787286521.4894443
4,1165.842,3787286521.493609
5,1354.6337,3787286521.49568
5,291.10822,3787286521.496795
5,430.86725,3787286521.4981074
4,1149.1672,3787286521.508543
5,221.53702,3787286521.5134134
5,411.02182,3787286521.5215697
5,1294.4246,3787286521.523318
4,1178.052,3787286521.5245805
5,617.38086,3787286521.5261292
4,1713.4685,3787286521.527726
4,784.1437,3787286521.5318284
5,606.84143,3787286521.535407
5,634.4233,3787286521.541555
4,483.8148,3787286521.548326
4,606.7346,3787286521.5511775
5,559.0778,3787286521.5511775
4,488.0974,3787286521.551602
5,1013.11255,3787286521.5520473
4,891.2088,3787286521.5535235
4,539.762,3787286521.5738974
5,1155.3383,3787286521.574106
4,845.3758,3787286521.5781164
5,1187.1246,3787286521.5781164
4,453.10764,3787286521.5816817
5,392.91425,3787286521.5816817
4,1042.3755,3787286521.583403
4,1171.3092,3787286521.5836663
5,1318.0822,3787286521.5836663
4,429.3255,3787286521.5847654
5,1158.1973,3787286521.5847654
5,277.70972,3787286521.5892296
4,1046.0203,3787286521.589794
4,2107.468,3787286521.5905704
4,939.2286,3787286521.5931697
4,903.96545,3787286521.595903
5,1212.576,3787286521.595903
4,685.006,3787286521.603951
5,244.85823,3787286521.603951
4,598.625,3787286521.609789
5,1193.7958,3787286521.612119
4,965.9265,3787286521.615378
4,1189.6241,3787286521.6248007
5,576.9611,3787286521.624801
4,1152.1742,3787286521.6283607
4,679.63,3787286521.62926
5,401.15515,3787286521.630398
4,1223.3383,3787286521.6309423
5,1304.6836,3787286521.6309423
5,1326.8275,3787286521.633371
5,1340.8988,3787286521.6388664
5,1152.1989,3787286521.641863
5,1337.7034,3787286521.6479306
5,1188.9186,3787286521.658481
4,1150.7163,3787286521.6656547
5,293.35065,3787286521.6656547
4,472.8805,3787286521.6811943
5,1194.4685,3787286521.681425
4,1187.6195,3787286521.687765
5,525.38544,3787286521.6885066
4,2497.276,3787286521.6904507
4,977.9543,3787286521.691519
5,369.9294,3787286521.691519
4,863.3263,3787286521.693226
5,1475.276,3787286521.697199
4,1903.452,3787286521.7009335
4,1135.3171,3787286521.703708
5,1327.22,3787286521.703708
5,912.53986,3787286521.7051883
4,927.74756,3787286521.713399
5,371.83545,3787286521.7190404
4,675.34735,3787286521.7220645
4,419.3024,3787286521.7237244
5,1384.0094,3787286521.7237244
4,618.85345,3787286521.7245464
4,589.3309,3787286521.726997
5,436.97787,3787286521.728719
4,1157.3679,3787286521.731029
4,1183.6104,3787286521.7322736
4,641.45105,3787286521.735425
5,1148.4989,3787286521.7418776
5,1475.332,3787286521.7465863
5,1191.3291,3787286521.7526603
4,801.00073,3787286521.77039
5,301.6476,3787286521.77039
5,359.44608,3787286521.77466
4,1025.2451,3787286521.7752066
5,316.50366,3787286521.7752066
5,1337.8715,3787286521.7754703
4,1322.7494,3787286521.77762
5,215.3143,3787286521.7811975
4,1129.3944,3787286521.7857456
5,926.3868,3787286521.7857456
4,1132.3102,3787286521.787991
4,8339.02,3787286521.788779
5,1074.3307,3787286521.7927604
4,1110.1682,3787286521.802932
5,458.9536,3787286521.802932
4,770.1113,3787286521.8051414
5,814.77014,3787286521.8051414
4,892.3022,3787286521.80632
4,929.7522,3787286521.807611
4,1075.8163,3787286521.8142595
4,555.52563,3787286521.8153334
4,616.3021,3787286521.8162255
4,400.53186,3787286521.816264
5,1118.0018,3787286521.816264
5,661.5566,3787286521.823288
4,380.75897,3787286521.839925
5,1224.4049,3787286521.84126
5,1039.3489,3787286521.8456106
4,1166.8444,3787286521.8471055
5,458.33694,3787286521.8500876
5,1179.6686,3787286521.856069
5,315.4385,3787286521.8594217
5,669.7414,3787286521.85957
5,800.3065,3787286521.8655324
4,735.486,3787286521.8673964
4,605.55005,3787286521.867497
5,1096.6989,3787286521.8773284
4,1340.1531,3787286521.881678
5,894.99286,3787286521.8821645
4,631.61017,3787286521.884244
4,522.3582,3787286521.887652
4,416.9333,3787286521.893521
4,1148.2561,3787286521.9003005
5,970.7868,3787286521.910812
4,452.37866,3787286521.910812
4,1141.0576,3787286521.911646
4,694.1179,3787286521.9152603
5,1197.1594,3787286521.9153986
4,462.76627,3787286521.915748
5,399.69757,3787286521.916255
5,1557.2926,3787286521.9176173
5,2546.818,3787286521.918789
5,629.9384,3787286521.9390106
5,1171.764,3787286521.9414773
4,1064.9731,3787286521.94199
5,316.1673,3787286521.94199
5,1163.1306,3787286521.9436073
5,1121.9822,3787286521.9453387
5,248.33398,3787286521.945777
5,2457.1772,3787286521.9465747
4,1291.86,3787286521.946717
4,1189.4419,3787286521.952888
4,828.1543,3787286521.9571857
4,1504.7144,3787286521.95813
4,769.92914,3787286521.959524
4,944.14905,3787286521.965127
4,1459.9749,3787286521.967234
4,1372.4093,3787286521.9726734
5,350.0279,3787286521.9726734
4,1029.6189,3787286521.9782567
4,1346.3492,3787286521.984375
5,1227.3201,3787286521.984375
5,370.82635,3787286521.988098
5,976.50494,3787286521.992244
5,840.55804,3787286521.998832
4,658.67255,3787286522.001275
5,1131.5686,3787286522.002128
4,416.02213,3787286522.005731
4,1168.2112,3787286522.009006
5,1112.1716,3787286522.0255756
5,1960.7607,3787286522.025912
5,982.9519,3787286522.029795
5,1070.7988,3787286522.0429306
5,754.6171,3787286522.0431094
4,686.7373,3787286522.0493193
5,358.5491,3787286522.051026
4,1153.7233,3787286522.0523834
5,817.96564,3787286522.0523834
5,1358.6139,3787286522.0577517
4,1204.2032,3787286522.066008
5,1366.6306,3787286522.074129
4,1163.473,3787286522.07975
4,893.48676,3787286522.082338
4,705.59894,3787286522.0927763
5,857.208,3787286522.096269
4,1293.0444,3787286522.1008058
4,776.2163,3787286522.101176
4,1170.3981,3787286522.1051297
4,1298.6938,3787286522.120227
5,1309.1685,3787286522.125108
4,1213.3152,3787286522.129354
5,236.5052,3787286522.129354
4,845.8314,3787286522.1348534
